rssi_value
-77
-71
-73
-76
-77
-75
-78
-72
-73
-79
-72
-82
-72
-85
-71
-84
-71
-72
-69
-77
-74
-75
-68
-74
-69
-73
-68
-68
-70
-68
-71
-72
-68
-73
-74
-69
-75
-69
-73
-77
-69
-76
-68
-73
-77
-76
-78
-76
-76
-71
-73
-72
-72
-70
-70
-74
-69
-73
-70
-71
-75
-70
-77
-69
-69
-85
-88
-86
-87
-85
-90
-90
-89
-68
-68
-69
-87
-68
-87
-68
-81
-86
-68
-84
-85
-68
-82
-82
-68
-77
-81
-78
-76
-76
-74
-76
-75
-74
-74
-72
-72
-77
-74
-74
-74
-74
-78
-74
-73
-79
-75
-78
-76
-80
-75
-81
-76
-81
-75
-84
-75
-75
-81
-75
-78
-74
-76
-73
-74
-75
-73
-79
-75
-72
-78
-77
-72
-86
-89
-80
-88
-89
-72
-84
-71
-86
-78
-97
-72
-78
-80
-82
-74
-77
-85
-77
-71
-77
-73
-80
-81
-75
-74
-79
-80
-83
-77
-78
-76
-78
-82
-78
-82
-83
-85
-80
-89
-81
-82
-84
-82
-83
-85
-84
-83
-84
-83
-86
-81
-88
-77
-82
-79
-83
-77
-79
-82
-76
-86
-78
-84
-76
-82
-79
-87
-84
-87
-83
-76
-84
-75
-83
-74
-82
-73
-83
-77
-81
-77
-82
-77
-74
-81
-82
-88
-75
-73
-87
-74
-88
-84
-81
-80
-82
-77
-77
-87
-75
-81
-77
-78
-78
-82
-80
-90
-80
-95
-93
-88
-82
-80
-85
-77
-85
-79
-83
-77
-87
-76
-78
-90
-79
-78
-89
-87
-90
-87
-85
-84
-84
-79
-85
-81
-87
-86
-79
-93
-79
-95
-82
-87
-86
-98
-89
-79
-90
-80
-91
-80
-97
-90
-96
-82
-88
-82
-89
-98
-85
-97
-90
-95
-85
-93
-89
-83
-90
-89
-82
-90
-82
-98
-89
-87
-98
-84
-91
-85
-84
-96
-81
-96
-86
-91
-88
-91
-94
-83
-91
-83
-91
-89
-82
-83
-91
-83
-83
-87
-84
-92
-83
-86
-83
-90
-84
-95
-95
-84
-91
-81
-91
-84
-83
-95
-83
-91
-81
-83
-83
-83
-82
-91
-82
-84
-90
-85
-89
-81
-86
-88
-80
-89
-88
-89
-83
-80
-90
-82
-80
-84
-83
-85
-82
-86
-78
-84
-84
-90
-84
-86
-91
-85
-98
-84
-93
-83
-84
-91
-83
-90
-79
-82
-80
-84
-85
-83
-85
-82
-92
-93
-92
-89
-90
-92
-91
-88
-93
-83
-96
-83
-98
-96
-95
-85
-98
-84
-93
-82
-91
-84
-86
-90
-82
-84
-90
-84
-89
-87
-83
-87
-83
-85
-88
-87
-83
-86
-90
-83
-87
-85
-85
-87
-87
-86
-86
-90
-87
-89
-87
-86
-91
-86
-93
-93
-86
-93
-98
-86
-87
-89
-86
-87
-86
-86
-84
-88
-87
-87
-87
-90
-88
-93
-89
-96
-91
-89
-99
-92
-96
-97
-90
-100
-84
-90
-97
-89
-90
-90
-88
-88
-89
-95
-88
-96
-88
-96
-87
-88
-96
-87
-95
-98
-94
-87
-94
-86
-89
-89
-86
-87
-90
-85
-87
-95
-90
-86
-95
-86
-91
-93
-96
-88
-98
-87
-90
-89
-88
-91
-89
-100
-89
-101
-91
-86
-95
-86
-91
-88
-90
-92
-91
-96
-89
-86
-91
-93
-94
-86
-95
-100
-93
-89
-87
-90
-88
-93
-98
-98
-86
-99
-85
-96
-102
-88
-90
-95
-99
-100
-92
-94
-96
-92
-90
-92
-88
-96
-84
-91
-87
-88
-92
-89
-91
-91
-88
-87
-92
-93
-93
-96
-94
-96
-89
-88
-87
-82
-85
-84
-83
-85
-81
-79
-80
-84
-77
-82
-78
-78
-83
-77
-78
-76
-82
-75
-79
-77
-73
-78
-78
-79
-81
-74
-83
-77
-75
-70
-73
-73
-83
-75
-77
-84
-82
-85
-80
-74
-86
-73
-82
-69
-88
-72
-90
-73
-70
-80
-70
-77
-77
-78
-77
-74
-80
-77
-76
-83
-78
-83
-76
-89
-77
-77
-78
-91
-80
-78
-79
-79
-78
-78
-81
-82
-80
-82
-84
-86
-91
-87
-92
-76
-73
-83
-71
-71
-85
-70
-74
-74
-72
-79
-80
-71
-79
-82
-72
-75
-84
-74
-87
-71
-81
-71
-76
-77
-73
-82
-75
-75
-81
-74
-74
-76
-82
-78
-78
-79
-81
-76
-73
-91
-76
-75
-91
-74
-83
-81
-81
-84
-83
-82
-85
-76
-78
-88
-73
-88
-77
-83
-72
-72
-79
-73
-80
-77
-76
-79
-79
-85
-74
-91
-77
-84
-77
-85
-76
-77
-78
-80
-80
-83
-79
-80
-76
-79
-77
-76
-74
-76
-84
-74
-98
-72
-82
-83
-82
-83
-80
-76
-81
-78
-81
-75
-79
-73
-74
-79
-77
-80
-73
-94
-77
-73
-84
-74
-77
-88
-74
-75
-83
-74
-83
-89
-75
-77
-75
-75
-76
-76
-76
-75
-85
-75
-73
-73
-74
-93
-91
-94
-85
-75
-85
-74
-84
-74
-78
-83
-73
-72
-79
-81
-75
-72
-75
-83
-84
-72
-79
-74
-73
-82
-77
-83
-73
-85
-72
-75
-85
-75
-71
-82
-77
-72
-74
-78
-72
-78
-72
-84
-71
-74
-74
-73
-83
-81
-72
-87
-75
-86
-74
-76
-77
-72
-78
-78
-72
-74
-79
-70
-68
-75
-70
-71
-83
-73
-84
-72
-76
-78
-80
-77
-78
-85
-84
-73
-77
-76
-76
-74
-72
-74
-75
-76
-80
-78
-73
-84
-74
-88
-72
-95
-81
-72
-92
-81
-93
-78
-89
-76
-75
-75
-72
-76
-77
-71
-75
-72
-83
-75
-72
-76
-73
-82
-72
-81
-78
-73
-80
-79
-82
-79
-78
-83
-80
-77
-79
-80
-76
-79
-76
-84
-80
-77
-84
-76
-79
-76
-83
-76
-82
-74
-82
-76
-73
-82
-77
-82
-83
-76
-84
-79
-81
-83
-73
-80
-76
-88
-75
-87
-71
-72
-86
-73
-89
-91
-88
-74
-82
-89
-77
-75
-73
-72
-73
-72
-70
-89
-75
-72
-74
-70
-83
-80
-69
-95
-71
-77
-97
-78
-73
-75
-73
-77
-91
-78
-73
-72
-77
-74
-78
-79
-74
-77
-73
-73
-78
-73
-73
-93
-75
-93
-88
-91
-71
-75
-74
-98
-73
-86
-74
-71
-90
-77
-74
-76
-78
-75
-80
-74
-88
-76
-83
-83
-74
-83
-79
-78
-78
-80
-76
-78
-79
-86
-78
-75
-85
-82
-73
-88
-86
-72
-77
-74
-96
-74
-86
-72
-86
-78
-94
-78
-77
-77
-86
-87
-81
-82
-70
-74
-74
-80
-81
-88
-85
-79
-84
-76
-76
-85
-76
-74
-77
-82
-83
-70
-73
-77
-70
-74
-71
-70
-74
-84
-74
-71
-73
-77
-71
-75
-76
-80
-76
-86
-74
-85
-72
-72
-87
-72
-76
-85
-72
-74
-72
-75
-81
-76
-80
-75
-78
-74
-79
-73
-81
-72
-82
-72
-81
-82
-71
-71
-71
-71
-71
-70
-78
-70
-70
-81
-69
-79
-70
-80
-69
-80
-70
-80
-80
-71
-80
-71
-72
-82
-74
-72
-69
-69
-73
-70
-70
-85
-74
-84
-71
-83
-70
-84
-69
-87
-68
-83
-70
-71
-74
-73
-75
-73
-75
-72
-74
-82
-71
-75
-83
-79
-89
-77
-83
-73
-80
-76
-70
-74
-69
-75
-70
-83
-70
-71
-74
-73
-75
-83
-83
-85
-85
-82
-83
-71
-82
-70
-70
-76
-75
-69
-73
-69
-75
-72
-69
-78
-69
-75
-69
-74
